model_name,input_length,max_new_tokens,trial,total_time_sec,generated_tokens,tokens_per_sec,peak_memory_mb
TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,32,1,5.613986916025169,32,5.700048909742869,0.0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,cpu,float32,256,32,1,4.9808720839209855,32,6.424577756835169,0.0,False
TinyLlama/TinyLlama-1.1B-Chat-v1.0,cpu,float32,256,32,1,5.281687458045781,32,6.058669744127565,0.0,False
